job_id,title,department,location,salary,grade,closing_date,contract_type,working_pattern,job_url,search_term,scraped_at,description
448115,Senior Cyber Analyst,OFGEM,"Successful candidates may be based in any of our office locations – Cardiff, Glasgow or London. We especially welcome applicants from Cardiff and Glasgow.","£34,123 - £48,561",Higher Executive Officer,11:55 pm on Monday 23rd February 2026,Permanent,"Flexible working, Full-time, Job share, Part-time",https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnVzZXJzZWFyY2hjb250ZXh0PTE3NDYwNzA3NCZzZWFyY2hwYWdlPTEmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1zY29yZSZvd25lcj01MDcwMDAwJmpvYmxpc3Rfdmlld192YWM9MTk4NjM5MSZwYWdlY2xhc3M9Sm9icyZyZXFzaWc9MTc3MTQ3NTg1Ni00ZmY0ZThhZmJiMTQ4ZWU5ZTJhODllZDhkYmMzYzA4ZWI3Nzc4YzQw,cyber,2026-02-19T04:37:52.408363+00:00,"Job summary  SC is required for this role. Information and eligibility guidance can be found here: SC - Guidance Pack for Applicants - GOV.UK  Do you want to work at the front line of cyber regulation and help shape the future of energy resilience? Ofgem is looking for a Cyber Senior Analyst to join us and support high-impact regulatory work that strengthens the cybersecurity and resilience of Great Britain’s energy sector during its transition to Net Zero.  Ofgem is Great Britain’s independent energy regulator. We’re at the forefront of change across the energy sector, driving toward Net Zero whilst protecting energy consumers, especially vulnerable people.  We’re offering a permanent opportunity that places you at the heart of a dynamic and fast-evolving policy landscape. You’ll work within a collaborative, expert team, developing innovative regulatory approaches that support both digital security and the future decarbonisation of our energy system. This role offers the chance to work on one of the most ambitious policy missions of our time, while building your expertise in cyber regulation.  You’ll contribute to a major cross-government initiative developing a new Load Control licensing system, supporting cyber security regulation in partnership with key national stakeholders. The work is future-facing, technically rich, and critical to the safety and effectiveness of our energy system, giving you a unique opportunity to influence how cyber resilience is embedded in the transition to clean energy.  We’re looking for someone with a strong interest or background in cyber security, excellent analytical and communication skills, and the ability to see both the detail and the bigger picture. You’ll be confident working across policy areas, collaborating with internal and external stakeholders, and contributing to the development of forward-thinking solutions.  In return, you’ll join a mission-led, inclusive team where flexible working is supported, and your expertise is valued. You’ll benefit from excellent civil service benefits, including generous annual leave, a competitive pension, and opportunities to grow your skills and knowledge through our learning and development offer.  We have a critical purpose to drive cyber resilience across the energy system, ensuring that digital technologies are used securely, ethically and in the public interest. In this role, you’ll help deliver that vision, protecting consumers while supporting innovation and transformation across the sector.  Read on and find out more.  Job description Support multiple regulatory policy projects to deliver improvements in the energy sector’s cyber resilience. This could include activities such as: Working across policy teams internally, with government partners, NESO and industry on implementation of policies to ensure a cyber-secure net zero transition, Analysing licence applications to identify cyber maturity of applicants and make recommendations on licence application decisions, Working with industry and government partners to develop guidance to support the development of new regimes or policies, Working across policy teams internally, with government partners, NESO and industry to provide cyber security and resilience insights to regulatory projects. Manage stakeholder relationships, both internally and externally, and influence decision-making. Identify and develop new relationships with partners where required. Continue your professional development whilst at Ofgem to enable you to grow and deliver more. Person specification  Essential Criteria  Experience of analysing proposals and their impacts, developing solutions and options aligned to organisational priorities, and recommending decisions, including trade-offs and risks, to senior colleagues. (LEAD) Experience, or a significant interest, in cyber security. (LEAD) Excellent written and verbal communication skills that effectively communicate complex issues to non-expert audiences. Ability to build effective relationships with internal and external stakeholders that creates space for constructive, open, and transparent engagement. Able to achieve and maintain SC clearance. Behaviours  We'll assess you against these behaviours during the selection process:  Seeing the Big Picture Working Together Delivering at Pace Technical skills  We'll assess you against these technical skills during the selection process:  You will be required to complete a presentation at interview stage"
446330,Cyber Security Programme Manager,Maritime and Coastguard Agency,Southampton,"£57,515",Grade 7,11:55 pm on Thursday 19th February 2026,Fixed term,"Flexible working, Full-time",https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9MSZ1c2Vyc2VhcmNoY29udGV4dD0xNzQ2MDcwNzQmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1zY29yZSZvd25lcj01MDcwMDAwJnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTk4NjE2MyZyZXFzaWc9MTc3MTQ3NTg1Ni00ZmY0ZThhZmJiMTQ4ZWU5ZTJhODllZDhkYmMzYzA4ZWI3Nzc4YzQw,cyber,2026-02-19T04:37:57.081203+00:00,"Job summary  Are you an experienced Cyber Security Programme Management professional?  Can you drive delivery across multiple high‑risk cyber projects while balancing time, cost, and quality?  Have you got the ability to communicate effectively to technical and non-technical stakeholders?  If so, we’d love to hear from you!  The Maritime and Coastguard Agency (MCA) is seeking a Cyber Security Programme Manager to join Information Technology to be responsible for the delivery of products and services within the cybersecurity domain. The role will build and maintain motivated teams, ensuring there is an iterative plan to work towards. As the Cyber Security Programme Manager, you will ensure the team collaborates, communicates, and focuses on what is most important. You’ll coach team members and apply the most appropriate waterfall, agile, and lean tools and techniques for their environment. You will proactively manage dependencies, overcome obstacles, and get the best value against constraints to ensure the successful outcome of their projects.  Joining our department comes with many benefits, including:  Employer pension contribution of 28.97% of your salary. Read more about Civil Service Pensions here 25 days annual leave, increasing by 1 day each year of service (up to a maximum of 30 days annual leave), plus 8 bank holidays and a privilege day for the King’s birthday Flexible working options where we encourage a great work-life balance.  Read more in the"
447054,Cyber Engineering 12 month Internship,National Crime Agency,"Birmingham, London, Warrington

For roles based in London, your contractual place of work will be Stratford. While the Stratford site is expected to become operational from November 2025 – March 2026, you will be required to carry out your contractual duties from Vauxhall or another reasonable location on a temporary basis during the interim period.

Please note that, as Stratford will be your contractual place of work, any subsequent move from a temporary location will not entitle you to payments for travel time or costs under the Relocation and Excess Travel Policy.","£36,057",Executive Officer,11:55 pm on Sunday 22nd February 2026,Internship,"Flexible working, Full-time, Part-time",https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNocGFnZT0xJnVzZXJzZWFyY2hjb250ZXh0PTE3NDYwNzA3NCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xOTg1NTg5JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHNvcnQ9c2NvcmUmb3duZXI9NTA3MDAwMCZyZXFzaWc9MTc3MTQ3NTg1Ni00ZmY0ZThhZmJiMTQ4ZWU5ZTJhODllZDhkYmMzYzA4ZWI3Nzc4YzQw,cyber,2026-02-19T04:38:01.719530+00:00,"Job summary  Join the National Cyber Crime Unit (NCCU) and bring your unique skills to lead the UK’s fight against cybercrime!  No previous cyber experience is necessary, but you should be curious to find out more. We want to work with like-minded individuals who are inquisitive and are keen to drive work forward.  We are looking for people from a range of backgrounds and/or degree disciplines to spend a whole year working in the National Cyber Crime Unit (NCCU) in one of our Cyber Engineering teams.  This role would be suited to those looking for a year in industry in their degree, who have just finished their studies, or who are seeking to transition to a role within cyber.   We celebrate diversity and are committed to creating an inclusive environment. We welcome neurodivergent thinkers and offer reasonable adjustments to those who need them.   Depending upon your experience – you will work as a:  Data Scientist; Infrastructure Investigator; Cyber Engineer – Cloud Engineering; Cyber Engineer – Cryptocurrency; Cyber Engineer – Research & Development  Please be advised that the location for all Cyber Engineering roles will be our London office only, except for Cloud Engineering and Data Science, which can be Birmingham, Warrington, or London based.  Job description   A Data Scientist working within the NCCU will utilise technology to aid investigations, exploiting modern machine learning techniques with the best data science tools to cause real world impact against cyber criminals. They will collate and manipulate large datasets to create analytical products that inform NCA operational delivery and will play a key role in embedding the use of data science across the Agency. Our Data Science team make extensive use of Python; some awareness of AWS would be beneficial too.   A Cyber Engineer will work in one of the following teams depending on expertise: Cloud Engineering, Cryptocurrency Cell, or Research & Development. You will make a direct contribution to Operations through the use of technology. This will range from the development and deployment of capabilities covered under the Investigatory Powers Act, through to systems to analyse and exploit data at pace. Our Cloud Engineers work predominantly in AWS and Python. For Cryptocurrency, an awareness of Python and/or SQL would be beneficial in addition to cryptocurrency knowledge. For Research & Development, knowledge of different operating systems (mainly Linux) is essential and some knowledge of Python will be useful.   An Infrastructure Investigator utilises their knowledge and the available tools within the NCCU to analyse and identify criminally controlled infrastructure. Supporting operations through analytical products and the production of technical reports to highlight technical or legislative outcomes. In addition to domain knowledge, some knowledge of Python, AWS, or ElasticSearch would be beneficial too.  The remit of Cyber Engineering is to research and develop tools to further NCCU operational and intelligence work and create bespoke solutions during “Crime in action” scenarios. Cyber Engineering works across the NCA and with a range of partners to develop this niche catalogue of capabilities. Depending upon your experience – you will work as either a Data Scientist, Cyber Engineer, or Infrastructure Investigator.   A Data Scientist working within the NCCU will utilise technology to aid investigations, exploiting modern machine learning techniques with the best data science tools to cause real world impact against cyber criminals. They will collate and manipulate large datasets to create analytical products that inform NCA operational delivery and will play a key role in embedding the use of data science across the Agency.  A Cyber Engineer will work in one of the following teams depending on expertise: Software Development, Cryptocurrency Cell, or Research & Development. You will make a direct contribution to Operations through the use of technology. This will range from the development and deployment of capabilities covered under the Investigatory Powers Act, through to systems to analyse and exploit data at pace.   An Infrastructure Investigator utilises their knowledge and the available tools within the NCCU to analyse and identify criminally controlled infrastructure. Supporting operations through analytical products and the production of technical reports to highlight technical or legislative outcomes  Person specification Duties & Responsibilities	Overview Automation	Utilise custom tooling to identify trends, and develop opportunities for operational responses, automating the process wherever possible Problem Solving	Tackle problems in an efficient manner, utilising innovative and/or automated approaches where appropriate Case management	Role may require case management, and to create, maintain and update departmental records, including operational or programme activity spreadsheet, case files and monthly reports Team working	Work closely with colleagues across all technical teams to build and deliver new tooling and/or approaches Interpersonal skills	Build collaborative relationships both internally and externally. Be able to articulate technical concepts to non-technical colleagues Emerging technologies	Implement novel approaches, making use of emerging technologies Compliance	Ensure the quality, secure handling and dissemination of information, maintaining confidentiality, sensitivity and duty of care in line with NCA policy. Ensure oversight in data ethics standards and legislation frameworks, and uses these to review and improve existing processes.   Person Specification   Skills, Knowledge and Experience	Description Good problem-solving skills	Problem solving skills, e.g. troubleshooting data problems Confident communicators	Able to provide input and summarisation to technical and non-technical partners Data analysis	Uses analytical skills, varied sources of information and different methodologies to support decision-making. Information Management	A good understanding of information management & the handling of sensitive / confidential data. Cyber awareness	Understanding of the impact of new technologies in creating opportunities for offenders. Data science experience	Data science experience making use of machine learning approaches and techniques Programming	Good programming experience (ideally Python) and the use of machine learning libraries Keen collaborators	Able to seek new, and maintain existing, internal and external relationships Behaviours  We'll assess you against these behaviours during the selection process:  Working Together Technical skills  We'll assess you against these technical skills during the selection process:  Experience and knowledge of working with one or more of: Linux, cloud technologies such as AWS, data science, cryptocurrency, or internet infrastructure/networking (Lead criteria) Demonstrate your awareness of the Cyber Security landscape, emerging technologies and the threat this poses to the UK Experience and knowledge of Python programming"
418797,National Cyber Force - Business Change Manager,Ministry of Defence,Preston,"£72,840",Grade 6,11:55 pm on Wednesday 25th February 2026,Permanent,"Flexible working, Full-time, Job share, Part-time",https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xOTg3NzY5JnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmc2VhcmNoc29ydD1zY29yZSZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNocGFnZT0xJnVzZXJzZWFyY2hjb250ZXh0PTE3NDYwNzA3NCZyZXFzaWc9MTc3MTQ3NTg1Ni00ZmY0ZThhZmJiMTQ4ZWU5ZTJhODllZDhkYmMzYzA4ZWI3Nzc4YzQw,cyber,2026-02-19T04:38:06.975054+00:00,"Job summary  Established in 2020, the National Cyber Force (NCF) is responsible for operating in and through cyberspace to counter, disrupt, degrade and contest those who would do harm to the UK or its allies, to keep the country safe and to protect and promote the UK’s interests at home and abroad. The UK will use cyber operations as part of its diplomatic, economic and military activities.  The NCF is at the heart of this, extending the UK’s competitive edge as a responsible, democratic cyber power, by countering threats from terrorists, criminals and states using the internet to operate across borders in order to do harm to the UK and other democratic societies. This may involve countering threats which disrupt the confidentiality, integrity and availability of data and services in cyberspace (i.e. supporting cybersecurity), contributing to UK Defence operations, or helping deliver the UK’s foreign policy agenda (for example intervening in a humanitarian crisis to protect civilians). In addition to GCHQ and the Ministry of Defence, the Secret Intelligence Service and the Defence Science and Technology Laboratory are core partners, bringing cutting edge espionage and research techniques. The NCF is establishing its Headquarters in Samlesbury, Lancashire.   Our people are at the heart of everything we do. Our vision is to have an empowered, productive, personally and professionally fulfilled workforce. Whatever your role, we take your career and development seriously. We want to enable you to build a successful career with the Department and wider Civil Service. We are committed to understanding, respecting, and representing as broad a range of views and backgrounds as we have in UK society. We know that diverse perspectives and experiences are critical to an effective, modern Civil Service.   This role is advertised as 37 hours per week  This role will lead the delivery of the National Cyber Force (NCF) Business Change Strategy, working across the organisation to design, develop and implement change initiatives.     Job description  We are looking for an experienced and skilled Business Change Manager (BCM) to lead the implementation of our Strategic Business Change integration activities and coherence across the whole of NCF.  The scope of the role will encompass the whole force establishment, growth and transformation over the next 5 years.   National Cyber Force is delivering complex changes required to support our Force Strategy. The Business Change Manager role will play a key part in this. BCM accountability and responsibility will include leading the business change elements of the Force Strategy to ensure:   We embed Force outcomes (the key measures of overall external Force impact) and the strategic approach for these.   Our people know how we’ll use this approach and which elements they will contribute to.  We modify NCF governance to re-enforce the Force outcomes and the strategic approach.    We undertake necessary organisational structural changes that better support delivery of campaigns and Force outcomes.   Efficiencies will form a big part of our offer going forwards and you will support the Deputy Director leading this work to implement prioritised options, ensuring the business change needed to deliver any changes.      The BCM will be accountable for providing the full range of business change capability. This will include overseeing both the central change function but also professionalisation and support of change activity force wide regardless of direct team involvement.   Enabling alignment across transformation delivery activities   Supporting the leadership of change across NCF  Stakeholder Management, Communications & Engagement coordination    You will work closely with the Director of Transformation and Deputy Director leads to deliver change elements of our overall Force impact.  You will lead a team of UKIC, Defence, and Industry staff; and build strong networks collaborating with multiple internal business areas across NCF, particularly Programme Delivery teams, Culture and EDI team, Communications and Engagement team, and the NCF Senior Leadership Team. Additionally, beyond the Force, you will also engage with the Change and Strategy functions within each of our specific Partner Organisations.   Person specification  The post is demanding given National Cyber Force's complex and challenging transformation ambition. The following Essential Criteria are required:   Strong leadership and business change experience with proven ability to work collaboratively with partners and customers.  Experience of working in or closely with Defence, Intelligence or wider UK intelligence community.  Excellent communication skills, both verbal and written, and interpersonal skills  You should be able to demonstrate recent examples of leading a complex transformational change programme in a multi organisation environment.   You will have experience of working effectively with a diverse range of senior stakeholders, communicating, engaging and influencing.  The ability to form effective and trusted relationships with staff, other teams/departments across NCF, key stakeholders and seniors is pivotal to being successful in this role. You will need to build empathy with the workforce and credibility with leadership within the business areas undergoing change.     The successful candidate will be passionate about change, and it’s highly desirable you have a professional change management qualification such as APMG/CCMP.  Experience of working with a specialist or highly technical workforce is desirable.   Experience of working within a classified environment, especially National Security or Defence is highly desirable.  The post holder must be a UK national. You must hold or be willing to undergo Developed Vetting (DV) clearance.  Clearance level required for role is DV plus screening. Checks involved include, but are not limited to: Successful completion of the Baseline Personnel Security Standard Completion, by the individual, of a DV Security Questionnaire A departmental/company records check which will include personal files, staff reports, sick leave returns and security records A check of both spent and unspent criminal records A check of credit and financial history with a credit reference agency A check of Security Service records A full review of personal finances A detailed interview conducted by a trained Investigating Office Further enquiries, including interviews with referees conducted by a trained Investigating Officer Checks may extend to third parties included on the security questionnaire The full review of personal finances will include an assessment of an individual’s assets, liabilities, income and expenditure both on an individual basis and taking into account the joint position with a spouse or partner. Additionally, candidates will need to meet the business validation standard and pass a drug test prior to appointment.  Behaviours  We'll assess you against these behaviours during the selection process:  Leadership Working Together Communicating and Influencing"
448620,"Senior Cyber, Governance, Risk and Compliance Manager",Department for Business and Trade,"Belfast, Birmingham, Cardiff, Darlington, Edinburgh, London, Salford","£44,898 - £59,848",Senior Executive Officer,Midday on Monday 2nd March 2026,Permanent,"Flexible working, Full-time, Part-time",https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9MSZ1c2Vyc2VhcmNoY29udGV4dD0xNzQ2MDcwNzQmcGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xOTg2ODk5JnNlYXJjaHNvcnQ9c2NvcmUmb3duZXI9NTA3MDAwMCZyZXFzaWc9MTc3MTQ3NTg1Ni00ZmY0ZThhZmJiMTQ4ZWU5ZTJhODllZDhkYmMzYzA4ZWI3Nzc4YzQw,cyber,2026-02-19T04:38:11.495944+00:00,"Job summary  The Department for Business and Trade (DBT) has a clear mission - to grow the economy. Our role is to help businesses invest, grow and export to create jobs and opportunities right across the country. We do this in three ways.     Firstly, we help to build a strong, competitive business environment, where consumers are protected and companies rewarded for treating their employees properly.    Secondly, we open international markets and ensure resilient supply chains. This can be through Free Trade Agreements, trade facilitation and multilateral agreements.   Finally, we work in partnership with businesses every day, providing advance, finance and deal-making support to those looking to start up, invest, export and grow.    The Digital, Data and Technology (DDaT) directorate develops and operates tools and services to support us in this mission. The team have been nominated four times in a row for ‘Best Public Sector Employer’ at the Women in Tech awards and won the award in 2025!   Job description  Ready to move into a space where cyber isn’t an afterthought but a priority? Join DBT and help mature a security capability in a department that values expertise, moves quickly, and gives you the autonomy to drive meaningful change. This is a place where your skills won’t be sidelined, they’ll set the direction.    The GRC team plays a critical role in establishing governance, managing cyber risk, and maintaining system security assurance. They also deliver GovAssure, Secure by Design, security training and user education, maintain security policy, set compliance standards, and manage the delivery of cyber audits. Consequently, this role requires strong acumen across cyber security and corporate disciplines to actively shape governance practices and provide expert advice to inform decision-makers.  Sitting at the heart of DBT’s Cyber Security function, as a Senior Cyber Governance, Risk and Compliance (GRC) Manager, you will play a central role in maturing the organisation’s cyber governance model, completing risk assessments, driving assurance activity, and helping to embed strong security culture across DBT.       Working closely with Lead GRC Managers and collaborating with colleagues across Cyber Security, DDaT, and the wider Government Security Profession, this is a role that blends strategic thinking with hands on delivery. You will support the uplift of organisational cyber posture within a broad remit, providing strong opportunity for personal development through empowerment to deliver within a growing government department. Indeed, in DBT we prioritise the wellbeing and careers of our Cyber professionals, with access to industry recognised training and civil service development pathways.   Main responsibilities    The post holder will be required to deliver across multiple areas within a complex cyber security portfolio. Experience across as many of the below as possible is desirable:    Risk Management: Undertake complex cyber risk assessments, including, where applicable, tailored threat analysis and supply chain assurance, in compliance with appropriate legislation, regulation and policy.  Digital Programmes: Provide cyber expertise and actively contribute to the delivery of key digital programmes of work across the organisation, ensuring all works are conducted cognizant of risk and in compliance with governmental standards and best practice, including ISO 27001, NCSC guidance, NIST CSF, NIS regulations and internal policy requirements. Security Audits: Manage cyber audit activities, compliance reviews and penetration tests, including GovAssure and Secure by Design, collaborating with diverse stakeholders to implement mitigations throughout programme lifecycles.  User Education: Deliver cyber security education and awareness training across the organisation, developing auditable datasets that identify key areas for improvement and evidence knowledge uplift iteratively.  Policy and Strategy: Contribute to the production and delivery of cyber strategies, security policies, standards and procedures across the cyber governance, risk and compliance portfolio ensuring they remain responsive to evolving threats and business requirements.   Third party engagement: Support arm's length bodies and partner organisations to uplift their cyber security posture, standardising and sharing knowledge to align with departmental approaches, governmental standards and best practice wherever possible.  Provide specialist cyber guidance: Offer specialist cyber security and data protection guidance to risk owners and stakeholders, enabling informed, risk-based decisions, while acting as an advocate for best practice within DBT and across government, engaging with peers in the public sector and industry. Stakeholder Engagement: Build strong relationships with internal and external stakeholders, including senior leaders, to enhance organisational cyber security capability.    Person specification  It is essential that you have:   Proven workplace experience in cyber security governance, risk, and compliance, and demonstrable knowledge across cyber security or technology, evidenced through qualifications or relevant industry experience (e.g systems, development, computer forensics, networking etc) (Lead Criteria) Excellent communication skills, with experience distilling complex issues and translating technical matters and cyber risks into clear briefings for senior stakeholders and deliverables for wider business Experience conducting cyber security risk and assurance activities, collaborating with audit, legal, and compliance teams Experience supporting delivery of cyber maturity uplift programmes across multiple teams and stakeholders Experience producing cyber policy, ideally using a recognised policy framework   It is desirable that you have:   Exposure to GovAssure and/or Secure by Design Experience delivering user education using diverse engagement methods Relevant certifications such as CISSP, CISM, or CRISC or an interest to work towards  Behaviours  We'll assess you against these behaviours during the selection process:  Seeing the Big Picture Communicating and Influencing Changing and Improving Technical skills  We'll assess you against these technical skills during the selection process:  Information risk assessment and risk management Applied security capability Protective security Threat understanding"
448144,Cyber Security Analyst (2639),Scottish Government,"Kilwinning, Scotland, KA13 6SA","£33,754 - £36,612",Executive Officer,11:55 pm on Sunday 22nd February 2026,Permanent,Full-time,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xOTg2MzY0JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHNvcnQ9c2NvcmUmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmdXNlcnNlYXJjaGNvbnRleHQ9MTc0NjA3MDc0JnNlYXJjaHBhZ2U9MSZyZXFzaWc9MTc3MTQ3NTg1Ni00ZmY0ZThhZmJiMTQ4ZWU5ZTJhODllZDhkYmMzYzA4ZWI3Nzc4YzQw,cyber,2026-02-19T04:38:16.279871+00:00,"Job summary  Are you ready to use your problem-solving skills to help protect critical systems and services in a fast-moving cyber security environment?  The Cyber Security team, part of the Digital team at Accountant in Bankruptcy (AiB), is at the forefront of defending against cyber threats and plays a vital role in protecting the organisation’s information assets. We ensure the secure delivery of services across government and partner agencies by safeguarding the confidentiality, integrity, and availability of systems and data through proactive risk management, monitoring, and incident response.  As a Cyber Security Analyst, you will be at the heart of this mission. We are looking for someone who is passionate about cyber security and eager to help us stay ahead of evolving threats. In this role, you will apply your technical expertise to implement and maintain security controls, support operational procedures, and respond effectively to security incidents - making a real impact on the resilience of our services. You will work with business and technical teams to manage risks, perform vulnerability assessments, and ensure compliance. Key tasks include managing access rights, supporting network maintenance, and handling system backups. You will also investigate security breaches, carry out forensic analysis when needed, and recommend actions to strengthen our security posture.  Job description Responsibilities  Assist users in defining their access rights and privileges. Perform standard security administration tasks and resolve security administration issues.  Communicate information security risks and issues to business managers and other stakeholders.  Investigate security breaches using forensic techniques where appropriate, in accordance with established procedures; recommend required actions and support/follow-up to ensure these are implemented.  Perform security risk assessments, vulnerability assessments, and business impact analyses for small information systems.  Identify operational problems and contribute to their resolution.  Create test cases using in-depth technical analysis of risks and common vulnerabilities.  Apply and maintain specific security controls in line with organisational policy and local risk assessments.  Person specification Success profile Success profiles are specific to each job and they include the mix of skills, experience and behaviours candidates will be assessed on.   Technical / Professional Skills:    This role is aligned to Cyber Security Analyst within the Digital, Data and Technology Profession. These skills will be tested during the Technical Assessment if you are successful at sift stage. They will be not be assessed at application stage. Please review the following to understand the skill expectations: Cyber security: operations - gov.scot  Experience: Experience of applying the principles of secure configuration and routine security procedures such as patching, managing access rights, malware, protection or vulnerability testing under supervision. Experience of defining incident management, incident investigation and response policy and/or incident management and investigation processes, procedures and systems and can advise others on incident management, incident investigation and response processes. General knowledge of system architectures in order to articulate the impact of vulnerabilities on existing and future designs and systems. Behaviours: Seeing the big picture - Level 2. Changing and improving - Level 2. Making effective decisions - Level 2. You can find out more about Success Profiles here: Success profiles: candidate guide - gov.scot"
